global_rate_negative_words,title_subjectivity,title_sentiment_polarity,shares,shares_2,shares_4,data_channel_encoded,num_tokens_title,num_tokens_content,links_to_words_ratio,images_to_words_ratio,videos_to_words_ratio,weekday,is_weekend
0.013043,0.0,0.0,5800,1,high,1,7,141,0.02127659574468085,0.0,0.02127659574468085,4,0
0.012613,0.0,0.0,1400,0,medium,5,12,154,0.032467532467532464,0.09090909090909091,0.006493506493506494,4,0
0.012821,0.1,0.0,1100,0,medium,0,11,278,0.046762589928057555,0.0035971223021582736,0.0,4,0
0.013109,0.3,-0.15,1700,1,medium,0,9,202,0.0594059405940594,0.009900990099009901,0.0,4,0
0.011544,1.0,-0.8,1100,0,medium,0,12,212,0.04716981132075472,0.018867924528301886,0.0,4,0
0.033262,0.6,-0.3,1300,0,medium,2,12,791,0.05436156763590392,0.0012642225031605564,0.0,4,0
0.017738,0.0,0.0,4300,1,high,2,10,482,0.008298755186721992,0.006224066390041493,0.006224066390041493,4,0
0.023881,0.2,0.1,6000,1,high,2,9,685,0.0072992700729927005,0.01167883211678832,0.00291970802919708,4,0
0.022222,0.54,0.16,850,0,low,1,13,527,0.013282732447817837,0.0018975332068311196,0.0,4,0
0.032558,0.0,0.0,3500,1,medium,3,9,396,0.012626262626262626,0.005050505050505051,0.0,4,0
0.005882,0.1,0.2,3900,1,medium,0,12,242,0.01652892561983471,0.04132231404958678,0.004132231404958678,4,0
0.01487,0.5,0.5,1900,1,medium,1,6,302,0.03642384105960265,0.0033112582781456954,0.009933774834437087,4,0
0.017544,0.0,0.0,1100,0,medium,0,10,195,0.046153846153846156,0.005128205128205128,0.0,4,0
0.0,0.0,0.0,2800,1,medium,5,8,106,0.07547169811320754,0.009433962264150943,0.0,4,0
0.02029,0.0,0.0,2600,1,medium,5,13,246,0.044715447154471545,0.008130081300813009,0.0040650406504065045,4,0
0.024677,0.0,0.0,1700,1,medium,2,8,436,0.06880733944954129,0.034403669724770644,0.0045871559633027525,4,0
0.012146,0.4,0.8,998,0,medium,1,9,147,0.061224489795918366,0.006802721088435374,0.0,4,0
0.013793,0.391667,0.308333,818,0,low,0,9,976,0.006147540983606557,0.0010245901639344263,0.0,4,0
0.007123,0.0,0.0,1100,0,medium,1,10,428,0.037383177570093455,0.004672897196261682,0.0,4,0
0.018135,0.75,0.5,3500,1,medium,5,7,656,0.04573170731707317,0.021341463414634148,0.0,4,0
0.016265,0.125,0.125,1700,1,medium,2,9,277,0.15162454873646208,0.18411552346570398,0.0,4,0
0.013645,0.5,0.0625,3700,1,medium,5,8,663,0.016591251885369532,0.0015082956259426848,0.0,4,0
0.019084,0.833333,-0.08333,826,0,low,2,8,1932,0.0010351966873706005,0.0005175983436853002,0.0010351966873706005,4,0
0.017544,0.0,0.0,4300,1,high,4,13,594,0.021885521885521887,0.010101010101010102,0.0,4,0
0.037681,0.0,0.0,1200,0,medium,3,5,493,0.04462474645030426,0.02028397565922921,0.0,4,0
0.022814,0.0,0.0,3700,1,medium,1,9,231,0.021645021645021644,0.008658008658008658,0.0,4,0
0.041237,1.0,-0.8,1100,0,medium,0,8,942,0.0031847133757961785,0.0,0.0021231422505307855,4,0
0.026619,0.5,0.5,27100,1,high,2,6,111,0.23423423423423423,0.1891891891891892,0.009009009009009009,4,0
0.014077,0.4,0.8,1300,0,medium,2,9,262,0.03816793893129771,0.011450381679389313,0.04580152671755725,4,0
0.0299,0.0,0.0,944,0,low,1,8,85,0.03529411764705882,0.023529411764705882,0.0,4,0
0.011811,0.0,0.0,1400,0,medium,0,13,989,0.010111223458038422,0.0010111223458038423,0.0,4,0
0.021277,0.454545,0.136364,4000,1,high,4,9,1252,0.00718849840255591,0.0007987220447284345,0.0,4,0
0.013393,0.288889,-0.15556,1200,0,medium,4,9,274,0.014598540145985401,0.0036496350364963502,0.0,4,0
0.027902,0.5,0.5,23100,1,high,0,9,236,0.038135593220338986,0.038135593220338986,0.00423728813559322,4,0
0.028846,0.0,0.0,1200,0,medium,4,11,335,0.020895522388059702,0.005970149253731343,0.0,4,0
0.01217,0.5,0.5,3100,1,medium,5,7,165,0.07878787878787878,0.03636363636363636,0.0,4,0
0.0,0.733333,0.433333,971,0,medium,0,10,809,0.0,0.016069221260815822,0.0,4,0
0.020325,0.75,0.8,2700,1,medium,5,7,190,0.05263157894736842,0.08947368421052632,0.0,4,0
0.016842,0.0,0.3,9400,1,high,5,7,106,0.10377358490566038,0.009433962264150943,0.009433962264150943,5,1
0.001876,0.8,0.4,2300,1,medium,5,10,312,0.057692307692307696,0.028846153846153848,0.0,5,1
0.056604,0.6,-0.4,1400,0,medium,0,8,2595,0.0011560693641618498,0.0,0.0007707129094412332,5,1
0.021962,0.477778,-0.05556,3500,1,medium,0,11,449,0.013363028953229399,0.0022271714922048997,0.004454342984409799,5,1
0.024096,1.0,0.5,3700,1,medium,0,11,92,0.21739130434782608,0.10869565217391304,0.010869565217391304,5,1
0.013359,0.0,0.0,2600,1,medium,2,9,98,0.030612244897959183,0.01020408163265306,0.0,5,1
0.028302,0.05,-0.05,1500,1,medium,0,13,679,0.005891016200294551,0.0014727540500736377,0.0,5,1
0.035928,0.9,-0.8,12700,1,high,1,6,237,0.0379746835443038,0.004219409282700422,0.0,5,1
0.016529,1.0,0.5,1900,1,medium,4,9,496,0.034274193548387094,0.024193548387096774,0.0,5,1
0.023516,0.0,0.0,4700,1,high,1,10,406,0.05665024630541872,0.0024630541871921183,0.0,5,1
0.033708,0.7,0.333333,3300,1,medium,0,8,736,0.004076086956521739,0.014945652173913044,0.001358695652173913,5,1
0.026222,0.0,0.0,2900,1,medium,3,5,151,0.08609271523178808,0.026490066225165563,0.0,5,1
0.015049,0.0,0.0,12600,1,high,5,7,865,0.016184971098265895,0.0023121387283236996,0.0,5,1
0.01669,0.0,0.0,1100,0,medium,3,10,94,0.09574468085106383,0.0425531914893617,0.010638297872340425,5,1
0.018282,0.0,0.0,2500,1,medium,0,8,830,0.027710843373493974,0.012048192771084338,0.0,5,1
0.012739,0.0,0.0,3500,1,medium,0,10,1272,0.0015723270440251573,0.00550314465408805,0.0,5,1
0.012853,0.0,0.0,2300,1,medium,5,9,718,0.016713091922005572,0.001392757660167131,0.001392757660167131,5,1
0.024155,0.5,0.375,2700,1,medium,5,9,103,0.02912621359223301,0.009708737864077669,0.009708737864077669,5,1
0.015873,0.0,0.0,3900,1,medium,5,7,103,0.05825242718446602,0.0970873786407767,0.0,5,1
0.027719,0.5,-0.1875,3300,1,medium,2,6,319,0.025078369905956112,0.04075235109717868,0.009404388714733543,5,1
0.010239,0.2,0.1,16700,1,high,2,8,585,0.008547008547008548,0.0017094017094017094,0.0,5,1
0.036145,0.7,-0.2,4300,1,high,0,7,349,0.025787965616045846,0.0028653295128939827,0.0028653295128939827,6,1
0.019048,0.0,0.0,1100,0,medium,0,8,241,0.06224066390041494,0.004149377593360996,0.004149377593360996,6,1
0.029158,0.4,-0.4,7200,1,high,2,8,270,0.1111111111111111,0.044444444444444446,0.0,6,1
0.030303,0.233333,-0.18333,12300,1,high,2,8,327,0.024464831804281346,0.03363914373088685,0.0061162079510703364,6,1
0.057292,0.5,-0.23333,3000,1,medium,0,7,512,0.00390625,0.015625,0.001953125,6,1
0.02443,0.233333,-0.18333,14100,1,high,2,7,268,0.018656716417910446,0.04477611940298507,0.0037313432835820895,6,1
0.016049,1.0,-1.0,21700,1,high,2,9,134,0.11940298507462686,0.09701492537313433,0.007462686567164179,6,1
0.012638,0.95,0.6,2600,1,medium,5,10,121,0.09090909090909091,0.008264462809917356,0.008264462809917356,6,1
0.009836,0.0,0.0,25000,1,high,2,8,127,0.031496062992125984,0.06299212598425197,0.007874015748031496,6,1
0.0,0.4,-0.4,9600,1,high,0,6,732,0.0,0.012295081967213115,0.0,6,1
0.027723,0.0,0.0,3900,1,medium,2,9,581,0.01549053356282272,0.0034423407917383822,0.0034423407917383822,6,1
0.012658,0.0,0.0,1200,0,medium,0,8,266,0.08646616541353383,0.045112781954887216,0.0,6,1
0.003125,0.5,0.5,1700,1,medium,1,8,109,0.1559633027522936,0.009174311926605505,0.0,6,1
0.010381,0.0,0.0,3000,1,medium,5,10,461,0.052060737527114966,0.019522776572668113,0.0,6,1
0.012594,0.125,0.0,1900,1,medium,5,7,105,0.0380952380952381,0.009523809523809525,0.0,6,1
0.011465,0.166667,0.0,4100,1,high,3,10,620,0.03387096774193549,0.00967741935483871,0.0,6,1
0.012433,0.0,0.0,1100,0,medium,2,9,139,0.10071942446043165,0.007194244604316547,0.06474820143884892,6,1
0.009917,0.4,-0.2,1600,1,medium,2,9,386,0.015544041450777202,0.0051813471502590676,0.0,6,1
0.004587,1.0,0.5,4300,1,high,0,8,462,0.006493506493506494,0.0,0.0021645021645021645,6,1
0.0,0.0,0.0,3500,1,medium,0,11,316,0.0,0.03164556962025317,0.0,6,1
0.052846,0.555556,-0.43333,2900,1,medium,0,14,543,0.0055248618784530384,0.022099447513812154,0.001841620626151013,6,1
0.039801,0.4,-0.4,998,0,medium,2,7,191,0.010471204188481676,0.041884816753926704,0.005235602094240838,6,1
0.013605,0.0,0.0,3700,1,medium,2,9,191,0.02617801047120419,0.0,0.010471204188481676,6,1
0.015504,0.227273,0.068182,1300,0,medium,0,14,168,0.05357142857142857,0.005952380952380952,0.0,6,1
0.010204,0.25,-0.125,2000,1,medium,4,11,207,0.01932367149758454,0.00966183574879227,0.04830917874396135,6,1
0.01791,0.0,0.0,7500,1,high,3,10,114,0.09649122807017543,0.02631578947368421,0.0,6,1
0.02684,0.366667,-0.225,1700,1,medium,2,9,839,0.009535160905840286,0.0023837902264600714,0.0,6,1
0.007813,0.3,1.0,1900,1,medium,3,8,183,0.01639344262295082,0.00546448087431694,0.0,6,1
0.007519,0.0,0.0,1100,0,medium,5,10,258,0.027131782945736434,0.0,0.007751937984496124,6,1
0.012346,0.666667,-0.7,3300,1,medium,3,13,1107,0.02981029810298103,0.008130081300813009,0.0,6,1
0.015177,0.0,0.0,2800,1,medium,0,12,229,0.048034934497816595,0.008733624454148471,0.0,0,0
0.014679,0.85,-0.3,1700,1,medium,5,7,134,0.1417910447761194,0.014925373134328358,0.0,0,0
0.0,1.0,0.5,1100,0,medium,4,8,1123,0.0026714158504007124,0.0008904719501335708,0.0,0,0
0.003413,0.1,0.0,3100,1,medium,2,10,576,0.010416666666666666,0.001736111111111111,0.0,0,0
0.0271,0.0,0.0,731,0,low,0,7,533,0.06191369606003752,0.0,0.058161350844277676,0,0
0.018456,1.0,0.0,4100,1,high,2,10,121,0.06611570247933884,0.0743801652892562,0.008264462809917356,0,0
0.024242,0.0,0.0,1700,1,medium,4,9,291,0.010309278350515464,0.003436426116838488,0.003436426116838488,0,0
0.01791,1.0,0.5,925,0,low,2,10,108,0.2222222222222222,0.0,0.19444444444444445,0,0
0.026846,0.540909,0.197273,20600,1,high,0,12,1141,0.006134969325153374,0.0008764241893076249,0.0,0,0
0.008696,0.0,0.0,1100,0,medium,4,11,137,0.014598540145985401,0.0,0.014598540145985401,0,0
0.016854,0.0,0.0,1300,0,medium,3,11,98,0.09183673469387756,0.01020408163265306,0.0,0,0
0.015278,0.227273,0.218182,3600,1,medium,1,10,139,0.14388489208633093,0.007194244604316547,0.0,0,0
0.01634,0.3,1.0,1400,0,medium,3,5,114,0.17543859649122806,0.09649122807017543,0.0,0,0
0.009437,0.0,0.0,2900,1,medium,1,8,344,0.1308139534883721,0.029069767441860465,0.0029069767441860465,0,0
0.01791,0.4,-0.4,1600,1,medium,1,10,731,0.046511627906976744,0.0,0.0,0,0
0.050279,0.4,-0.4,4200,1,high,0,7,124,0.016129032258064516,0.1532258064516129,0.008064516129032258,0,0
0.024772,0.4,-0.4,827,0,low,2,11,3661,0.013930620049166894,0.0068287353182190655,0.0013657470636438131,0,0
0.014577,0.0,0.0,1000,0,medium,2,11,100,0.01,0.01,0.0,0,0
0.017812,1.0,0.1,1500,1,medium,5,10,119,0.17647058823529413,0.008403361344537815,0.008403361344537815,0,0
0.014035,0.0,0.0,4200,1,high,5,9,150,0.03333333333333333,0.006666666666666667,0.0,0,0
0.021488,1.0,0.0,1100,0,medium,2,10,306,0.049019607843137254,0.006535947712418301,0.0,0,0
0.026936,0.8,0.4,1700,1,medium,2,8,767,0.00651890482398957,0.0,0.003911342894393742,0,0
0.021898,0.0,0.0,900,0,low,0,10,263,0.049429657794676805,0.03802281368821293,0.0,0,0
0.026829,0.5,0.0625,798,0,low,4,9,584,0.018835616438356163,0.0017123287671232876,0.0,0,0
0.015137,0.0,0.0,35200,1,very_high,2,9,261,0.23754789272030652,0.0038314176245210726,0.0,0,0
0.021277,0.25,0.25,991,0,medium,1,11,98,0.10204081632653061,0.01020408163265306,0.0,0,0
0.011788,0.2,0.1,969,0,medium,0,11,780,0.038461538461538464,0.001282051282051282,0.0,0,0
0.027898,1.0,0.0,1000,0,medium,2,12,253,0.06719367588932806,0.05533596837944664,0.003952569169960474,0,0
0.019512,0.0,0.0,1800,1,medium,2,7,325,0.018461538461538463,0.09230769230769231,0.0,0,0
0.012931,0.5,0.5,913,0,low,2,8,531,0.009416195856873822,0.003766478342749529,0.0018832391713747645,0,0
0.004444,0.75,0.568182,2300,1,medium,5,11,1242,0.004830917874396135,0.001610305958132045,0.0,0,0
0.027409,0.466667,-0.33333,1300,0,medium,0,9,526,0.0076045627376425855,0.005703422053231939,0.0,0,0
0.026786,0.416667,-0.03333,5400,1,high,0,9,202,0.04455445544554455,0.01485148514851485,0.0,0,0
0.019048,0.3,1.0,5800,1,high,2,10,210,0.07142857142857142,0.0,0.06190476190476191,0,0
0.021459,0.066667,0.0,1300,0,medium,2,12,1064,0.004699248120300752,0.0,0.0018796992481203006,0,0
0.013393,0.0,0.0,905,0,low,2,12,537,0.0074487895716946,0.00186219739292365,0.00186219739292365,0,0
0.0,0.5,0.5,1700,1,medium,2,9,123,0.0,0.04065040650406504,0.0,0,0
0.01129,0.454545,0.136364,923,0,low,0,9,201,0.05472636815920398,0.04477611940298507,0.004975124378109453,0,0
0.02,0.0,0.0,5300,1,high,5,9,206,0.02912621359223301,0.0,0.0,0,0
0.031674,0.666667,-0.29167,57200,1,very_high,1,9,233,0.017167381974248927,0.0,0.008583690987124463,0,0
0.040609,0.4,-0.4,1300,0,medium,0,11,342,0.005847953216374269,0.0,0.0029239766081871343,0,0
0.015773,1.0,0.0,923,0,low,3,9,332,0.06325301204819277,0.02108433734939759,0.0,0,0
0.020548,0.266667,0.075,1600,1,medium,5,12,211,0.018957345971563982,0.0,0.0,0,0
0.019048,0.4,-0.2,1100,0,medium,2,9,169,0.01775147928994083,0.005917159763313609,0.005917159763313609,0,0
0.0,0.0,0.0,1200,0,medium,0,10,626,0.0,0.012779552715654952,0.0,0,0
0.022801,1.0,1.0,3000,1,medium,0,12,240,0.1,0.041666666666666664,0.0,0,0
0.024096,0.2,0.2,2000,1,medium,2,5,350,0.014285714285714285,0.0,0.005714285714285714,0,0
0.0,0.642857,0.214286,2400,1,medium,0,9,180,0.07222222222222222,0.005555555555555556,0.005555555555555556,0,0
0.008696,0.283333,0.266667,7100,1,high,0,6,103,0.05825242718446602,0.019417475728155338,0.0,0,0
0.004367,0.5,0.2,2300,1,medium,5,8,181,0.0055248618784530384,0.0055248618784530384,0.0,0,0
0.015464,1.0,-0.5,17600,1,high,0,13,336,0.050595238095238096,0.044642857142857144,0.002976190476190476,0,0
0.015873,0.5,0.5,11300,1,high,2,9,223,0.053811659192825115,0.004484304932735426,0.004484304932735426,0,0
0.009091,0.0,0.0,2100,1,medium,1,10,198,0.03535353535353535,0.005050505050505051,0.0,0,0
0.033962,0.6,-0.13333,3400,1,medium,4,10,222,0.018018018018018018,0.0045045045045045045,0.0,0,0
0.01108,0.454545,0.136364,1500,1,medium,1,5,297,0.03367003367003367,0.006734006734006734,0.0,0,0
0.02069,0.0,0.0,703,0,low,0,8,278,0.017985611510791366,0.0035971223021582736,0.0,0,0
0.026316,0.3,-0.5,1300,0,medium,0,11,251,0.01195219123505976,0.0,0.0,0,0
0.004914,0.0,0.0,1700,1,medium,1,9,327,0.027522935779816515,0.0030581039755351682,0.0,0,0
0.005698,0.0,0.0,3000,1,medium,5,9,545,0.02018348623853211,0.003669724770642202,0.001834862385321101,0,0
0.04065,0.7,0.418182,798,0,low,2,12,197,0.01015228426395939,0.01015228426395939,0.0,0,0
0.018433,0.425,0.2875,1500,1,medium,1,8,373,0.01876675603217158,0.005361930294906166,0.0,0,0
0.017794,0.2,-0.3,1200,0,medium,0,9,313,0.025559105431309903,0.003194888178913738,0.0,0,0
0.001541,0.5,0.5,4300,1,high,0,12,215,0.13488372093023257,0.12093023255813953,0.0,0,0
0.02,0.0,0.0,16900,1,high,5,12,594,0.010101010101010102,0.0016835016835016834,0.0016835016835016834,0,0
0.006689,0.0,0.0,6800,1,high,0,9,257,0.06614785992217899,0.0622568093385214,0.007782101167315175,0,0
0.010256,0.125,0.0,13100,1,high,5,11,116,0.04310344827586207,0.0,0.017241379310344827,1,0
0.01049,0.0,0.0,718,0,low,1,7,243,0.0205761316872428,0.00411522633744856,0.0,1,0
0.005587,0.65,-0.15,4000,1,high,0,8,127,0.09448818897637795,0.09448818897637795,0.0,1,0
0.003731,0.5,0.3,2300,1,medium,5,9,180,0.09444444444444444,0.044444444444444446,0.0,1,0
0.033236,0.0,0.0,156,0,very_low,1,9,265,0.07169811320754717,0.011320754716981131,0.0,1,0
0.003831,0.0,0.0,1100,0,medium,0,7,132,0.022727272727272728,0.09848484848484848,0.007575757575757576,1,0
0.013652,0.125,0.0,1500,1,medium,5,7,66,0.10606060606060606,0.030303030303030304,0.015151515151515152,1,0
0.040201,0.2,0.2,5100,1,high,2,8,1042,0.0047984644913627635,0.0019193857965451055,0.0,1,0
0.017921,0.0,0.0,2000,1,medium,0,8,132,0.1893939393939394,0.15151515151515152,0.022727272727272728,1,0
0.020531,0.0,0.0,9500,1,high,0,8,270,0.03333333333333333,0.007407407407407408,0.0,1,0
0.024017,0.0,0.0,13000,1,high,0,8,170,0.029411764705882353,0.052941176470588235,0.0,1,0
0.003205,0.0,0.0,973,0,medium,1,12,36,0.3055555555555556,0.05555555555555555,0.0,1,0
0.020873,0.0,0.0,1400,0,medium,5,6,165,0.09090909090909091,0.04242424242424243,0.0,1,0
0.017812,0.0,0.0,2500,1,medium,1,9,817,0.01591187270501836,0.0012239902080783353,0.0,1,0
0.015707,1.0,-1.0,17800,1,high,0,6,83,0.21686746987951808,0.18072289156626506,0.012048192771084338,1,0
0.020161,0.1125,0.0,705,0,low,0,5,307,0.04234527687296417,0.009771986970684038,0.006514657980456026,1,0
0.016743,0.5,0.5,1100,0,medium,0,9,160,0.05625,0.00625,0.0,1,0
0.021656,0.4,-0.3,1100,0,medium,0,9,321,0.021806853582554516,0.006230529595015576,0.0,1,0
0.011342,0.375,0.0,3400,1,medium,4,9,117,0.03418803418803419,0.017094017094017096,0.0,1,0
0.012774,0.366667,0.0,1700,1,medium,0,12,743,0.047106325706594884,0.040376850605652756,0.0013458950201884253,1,0
0.027119,0.0,0.0,1100,0,medium,0,10,662,0.012084592145015106,0.0015105740181268882,0.0,1,0
0.018767,0.45,0.05,30000,1,very_high,2,12,758,0.009234828496042216,0.017150395778364115,0.0,1,0
0.044025,0.0,0.0,800,0,low,2,11,489,0.012269938650306749,0.0408997955010225,0.0,1,0
0.032967,0.4,-0.4,1000,0,medium,0,10,111,0.11711711711711711,0.0,0.0990990990990991,1,0
0.017778,0.5,0.5,5500,1,high,1,10,194,0.010309278350515464,0.0,0.010309278350515464,1,0
0.016014,0.75,0.8,1500,1,medium,5,9,289,0.03806228373702422,0.0034602076124567475,0.0034602076124567475,1,0
0.016461,0.857143,-0.71429,5600,1,high,5,9,112,0.03571428571428571,0.0,0.008928571428571428,1,0
0.014019,0.0,0.0,2100,1,medium,0,11,115,0.1391304347826087,0.09565217391304348,0.008695652173913044,1,0
0.013333,0.125,0.0,2300,1,medium,0,9,204,0.12254901960784313,0.029411764705882353,0.0,1,0
0.019672,0.0,0.0,5400,1,high,0,10,536,0.014925373134328358,0.0018656716417910447,0.0,1,0
0.005401,0.0,0.0,1200,0,medium,0,10,224,0.0625,0.07589285714285714,0.0,1,0
0.014218,0.527273,0.068182,1400,0,medium,1,8,85,0.08235294117647059,0.03529411764705882,0.0,1,0
0.012771,0.4,-0.4,1600,1,medium,3,9,2383,0.002517834662190516,0.000419639110365086,0.000419639110365086,1,0
0.014451,0.0,0.0,1500,1,medium,5,9,246,0.028455284552845527,0.008130081300813009,0.0,1,0
0.00831,0.0,0.0,2100,1,medium,5,10,730,0.00821917808219178,0.0027397260273972603,0.0,1,0
0.012882,0.25,0.03125,1900,1,medium,4,9,367,0.010899182561307902,0.008174386920980926,0.0,1,0
0.018613,0.0,0.0,12500,1,high,5,8,59,0.2711864406779661,0.01694915254237288,0.01694915254237288,1,0
0.022817,0.5,0.5,1100,0,medium,0,12,758,0.0158311345646438,0.005277044854881266,0.005277044854881266,1,0
0.0,0.4,0.1,2100,1,medium,0,8,323,0.0,0.0,0.0030959752321981426,1,0
0.016611,0.0,0.0,5400,1,high,5,5,343,0.01749271137026239,0.0029154518950437317,0.0,1,0
0.037288,0.0,0.0,918,0,low,2,9,572,0.005244755244755245,0.0,0.0017482517482517483,1,0
0.011686,0.427273,-0.03182,468,0,very_low,0,8,579,0.015544041450777202,0.0017271157167530224,0.0017271157167530224,1,0
0.019512,0.8,0.6,2100,1,medium,0,8,1013,0.006910167818361303,0.0019743336623889436,0.0,1,0
0.018692,0.0,0.0,1200,0,medium,0,9,74,0.12162162162162163,0.02702702702702703,0.013513513513513514,1,0
0.01626,1.0,0.5,5200,1,high,0,6,275,0.007272727272727273,0.0,0.0036363636363636364,1,0
0.019108,0.0,0.0,2300,1,medium,0,11,281,0.014234875444839857,0.0,0.0,1,0
0.012262,0.75,0.45,1100,0,medium,0,11,591,0.15905245346869712,0.14213197969543148,0.001692047377326565,1,0
0.03653,0.35,0.35,18500,1,high,0,7,182,0.15934065934065933,0.13736263736263737,0.005494505494505495,1,0
0.020548,0.75,0.3,1700,1,medium,0,11,1158,0.010362694300518135,0.006044905008635579,0.0,1,0
0.042763,0.066667,0.0,1400,0,medium,1,10,117,0.03418803418803419,0.017094017094017096,0.0,1,0
0.017013,0.0,0.0,1900,1,medium,5,10,143,0.1048951048951049,0.16783216783216784,0.006993006993006993,1,0
0.018011,0.7,0.625,2100,1,medium,5,10,138,0.07971014492753623,0.12318840579710146,0.014492753623188406,1,0
0.007968,0.0,0.0,938,0,low,0,9,100,0.06,0.01,0.01,1,0
0.011962,0.0,0.0,1100,0,medium,0,8,111,0.08108108108108109,0.009009009009009009,0.009009009009009009,1,0
0.028986,0.333333,0.166667,1200,0,medium,2,10,288,0.013888888888888888,0.003472222222222222,0.0,1,0
0.013158,0.75,0.375,12700,1,high,1,9,2013,0.003477396920019871,0.0004967709885742673,0.0,1,0
0.019727,0.25,0.4,8000,1,high,1,8,2001,0.00849575212393803,0.0,0.005497251374312844,1,0
0.016985,0.0,0.0,1100,0,medium,1,10,237,0.046413502109704644,0.004219409282700422,0.0,1,0
0.006289,0.0,0.0,14100,1,high,4,9,327,0.009174311926605505,0.0061162079510703364,0.0,1,0
0.014184,0.0,0.0,3100,1,medium,4,13,385,0.05714285714285714,0.0025974025974025974,0.0025974025974025974,1,0
0.014184,0.454545,0.136364,8400,1,high,4,13,246,0.02032520325203252,0.044715447154471545,0.0,1,0
0.028037,0.0,0.0,1700,1,medium,2,9,161,0.043478260869565216,0.06832298136645963,0.012422360248447204,1,0
0.031138,0.0,0.0,1000,0,medium,2,8,414,0.014492753623188406,0.028985507246376812,0.004830917874396135,1,0
0.013274,0.427273,0.268182,1900,1,medium,0,7,270,0.02962962962962963,0.003703703703703704,0.003703703703703704,1,0
0.021739,0.0,0.0,664,0,low,0,11,549,0.009107468123861567,0.0018214936247723133,0.0,1,0
0.011331,0.5,0.416667,462,0,very_low,0,8,1219,0.004101722723543888,0.0008203445447087777,0.0008203445447087777,1,0
0.009217,0.4,0.0,1500,1,medium,0,11,310,0.1032258064516129,0.0032258064516129032,0.0,1,0
0.015195,0.0,0.0,940,0,low,1,9,479,0.033402922755741124,0.0020876826722338203,0.0,1,0
0.020057,0.05,0.05,1500,1,medium,1,12,431,0.004640371229698376,0.002320185614849188,0.0,1,0
0.021472,0.0,0.0,758,0,low,1,9,295,0.030508474576271188,0.003389830508474576,0.0,1,0
0.022926,1.0,-1.0,2200,1,medium,5,10,336,0.02976190476190476,0.002976190476190476,0.0,1,0
0.012117,0.25,0.25,3600,1,medium,5,8,475,0.037894736842105266,0.010526315789473684,0.0,1,0
0.0,0.0,0.0,9300,1,high,0,10,1028,0.0,0.009727626459143969,0.0,1,0
0.025316,0.6,-0.13333,2000,1,medium,4,10,319,0.02821316614420063,0.003134796238244514,0.0,1,0
0.010256,0.6,0.05,2400,1,medium,0,7,328,0.012195121951219513,0.003048780487804878,0.0,1,0
0.006224,0.0,0.0,729,0,low,2,6,885,0.01694915254237288,0.013559322033898305,0.0,1,0
0.024839,0.0,0.0,1300,0,medium,0,12,1546,0.0038809831824062097,0.005821474773609315,0.0,1,0
0.020619,0.0,0.0,3800,1,medium,1,10,255,0.01568627450980392,0.00392156862745098,0.0,1,0
0.023184,0.5,0.5,1100,0,medium,1,9,94,0.05319148936170213,0.010638297872340425,0.0,2,0
0.011765,0.0,0.0,974,0,medium,1,10,382,0.007853403141361256,0.002617801047120419,0.0,2,0
0.016129,0.2,0.1,2400,1,medium,0,5,1059,0.0066100094428706326,0.0009442870632672333,0.0,2,0
0.034722,0.0,0.0,2400,1,medium,0,13,316,0.006329113924050633,0.028481012658227847,0.0031645569620253164,2,0
0.024169,0.666667,-0.7,2000,1,medium,1,9,170,0.011764705882352941,0.0,0.0058823529411764705,2,0
0.025027,0.0,0.0,946,0,low,5,9,618,0.021035598705501618,0.009708737864077669,0.0,2,0
0.016775,0.678571,0.25,1700,1,medium,5,6,117,0.10256410256410256,0.03418803418803419,0.0,2,0
0.020964,0.0,0.0,970,0,medium,2,10,364,0.01098901098901099,0.008241758241758242,0.0027472527472527475,2,0
0.009709,0.0,0.0,2800,1,medium,0,8,102,0.0392156862745098,0.0,0.00980392156862745,2,0
0.017241,0.0,0.0,774,0,low,2,12,271,0.007380073800738007,0.007380073800738007,0.0036900369003690036,2,0
0.014799,0.375,-0.125,1700,1,medium,0,7,370,0.016216216216216217,0.002702702702702703,0.002702702702702703,2,0
0.008895,1.0,0.1,1100,0,medium,1,10,1033,0.007744433688286544,0.002904162633107454,0.0,2,0
0.008772,0.454545,0.136364,1900,1,medium,5,9,435,0.009195402298850575,0.006896551724137931,0.0,2,0
0.014706,0.227273,0.068182,1100,0,medium,1,10,79,0.05063291139240506,0.02531645569620253,0.0,2,0
0.034252,0.0,0.0,5700,1,high,1,10,603,0.2023217247097844,0.026533996683250415,0.0,2,0
0.014072,0.4,0.2,969,0,medium,1,9,458,0.039301310043668124,0.017467248908296942,0.0,2,0
0.03268,0.0,0.0,1200,0,medium,1,8,724,0.008287292817679558,0.0013812154696132596,0.0,2,0
0.022409,0.3,0.2,5500,1,high,2,8,547,0.07312614259597806,0.0,0.03290676416819013,2,0
0.006472,0.1,0.2,4800,1,high,1,9,374,0.0106951871657754,0.0,0.00267379679144385,2,0
0.007273,0.0,0.0,1600,1,medium,5,6,1770,0.0022598870056497176,0.0005649717514124294,0.0,2,0
0.006006,1.0,0.0,7500,1,high,4,13,1111,0.004500450045004501,0.0018001800180018,0.0,2,0
0.006369,0.535714,0.285714,4300,1,high,1,7,269,0.01858736059479554,0.011152416356877323,0.0,2,0
